Event ID,Title,Organizer,Start (PT),Address,Description,URL,Fee
1406815385689,Long Beach Speed Dating | Saturday Event (Ages 29-42) | Do You Relish?,Relish Dating,2025-07-12 19:00,"1115 East Wardlow Road, Long Beach, CA, 90807, US",Long Beach Speed Dating | Saturday Event (Ages 29-42) | Do You Relish?,https://www.eventbrite.com/e/long-beach-speed-dating-saturday-event-ages-29-42-do-you-relish-tickets-1406815385689,USD 36.00
1450747257099,How to go viral on TikTok: a method to the madness - Online Masterclass LA,BizBang Events,2025-07-12 19:00,"Wilshire Boulevard, Los Angeles, CA, 90017, US",A Strategy Masterclass: the psychology and point system behind TikTok,https://www.eventbrite.it/e/how-to-go-viral-on-tiktok-a-method-to-the-madness-online-masterclass-la-tickets-1450747257099,EUR 19.99
1407185402419,San Diego Saturday Event | Speed Dating | Ages 25-39 | Do You Relish?,Relish Dating,2025-07-12 19:00,"310 Fifth Avenue, San Diego, CA, 92101, US",San Diego Saturday Event | Speed Dating | Ages 25-39 | Do You Relish?,https://www.eventbrite.com/e/san-diego-saturday-event-speed-dating-ages-25-39-do-you-relish-tickets-1407185402419,USD 36.00
1407930079769,Speed Dating in Long Beach Ages 29-42 | Fancy a Go? |Saturday Night,MyCheekyDate,2025-07-12 19:00,"1115 East Wardlow Road, Long Beach, CA, 90807, US",Speed Dating in Long Beach Ages 29-42 | Fancy a Go? |Saturday Night,https://www.eventbrite.com/e/speed-dating-in-long-beach-ages-29-42-fancy-a-go-saturday-night-tickets-1407930079769,USD 36.00
1407376032599,Speed Dating in San Diego Ages 25-39 | Fancy a Go? |Saturday Night,MyCheekyDate,2025-07-12 19:00,"310 Fifth Avenue, San Diego, CA, 92101, US",Speed Dating in San Diego Ages 25-39 | Fancy a Go? |Saturday Night,https://www.eventbrite.com/e/speed-dating-in-san-diego-ages-25-39-fancy-a-go-saturday-night-tickets-1407376032599,USD 36.00
1413547652079,Durty Nelly's Comedy Night featuring Bruce Jingles!,Fair Trade Comedy,2025-07-12 19:00,"2915 Red Hill Avenue, #g101, Costa Mesa, CA, 92626, US",Come out and enjoy a great night of comedy with some of the best comics around featuring Bruce Jingles!,https://www.eventbrite.com/e/durty-nellys-comedy-night-featuring-bruce-jingles-tickets-1413547652079,free
1330151331439,Summer Fantasia 2025,Ojai Valley Museum,2025-07-12 19:00,"130 West Ojai Avenue, Ojai, CA, 93023, US","Summer Fantasia is a magical celebration with performances, dancing, delicious food, games and fun activities for the whole family.",https://www.eventbrite.com/e/summer-fantasia-2025-tickets-1330151331439,USD 30.00
1440033000469,Red Tracton's and Friends Comedy Night of Laughs by Lev8 Productions,lev8 PRODUCTIONS,2025-07-12 19:00,"550 Via De La Valle, Solana Beach, CA, 92075, US",lev8 Comedy Show at the iconic Red Tracton's will be an evening of the best stand-up comedy featuring today's hottest working comics,https://www.eventbrite.com/e/red-tractons-and-friends-comedy-night-of-laughs-by-lev8-productions-tickets-1440033000469,USD 32.50
1406817983459,Long Beach Speed Dating | Saturday Event (Ages 29-42) | Do You Relish?,Relish Dating,2025-07-12 19:00,"1115 East Wardlow Road, Long Beach, CA, 90807, US",Long Beach Speed Dating | Saturday Event (Ages 29-42) | Do You Relish?,https://www.eventbrite.com/e/long-beach-speed-dating-saturday-event-ages-29-42-do-you-relish-tickets-1406817983459,USD 36.00
1415885203759,Kundalini Activation Practice (KAP),The White Feather,2025-07-12 19:00,"705 Lakefield Road, unit h, Westlake Village, CA, 91361, US",With 360 Visuals join a transformative process of energetic & bio-spiritual awakening that fosters inner evolution & spiritual development.,https://www.eventbrite.com/e/kundalini-activation-practice-kap-tickets-1415885203759,USD 55.00
1406817973429,Long Beach Speed Dating | Saturday Event (Ages 29-42) | Fancy A Go?,MyCheekyDate,2025-07-12 19:00,"1115 East Wardlow Road, Long Beach, CA, 90807, US",Long Beach Speed Dating | Saturday Event (Ages 29-42) | Fancy A Go?,https://www.eventbrite.com/e/long-beach-speed-dating-saturday-event-ages-29-42-fancy-a-go-tickets-1406817973429,USD 36.00
1442437843419,Breathwork For Emotional Release,Isla Jeanette Yoga,2025-07-12 19:00,"2905 Stanford Avenue, Marina del Rey, CA, 90292, US","Experience the power of breath: Release emotional blocks, awaken creativity and reconnect with your true self.",https://www.eventbrite.com/e/breathwork-for-emotional-release-tickets-1442437843419,USD 30.00
1388368279899,Golda Zahra in Concert 2025,Golda Zahra,2025-07-12 19:30,"1310 11th Street, Santa Monica, CA, 90401, US","An evening with award-winning Soprano Golda Zahra for all music lovers, accompanied by Dream Orchestra. Champagne & desserts by Urth Caffé.",https://www.eventbrite.com/e/golda-zahra-in-concert-2025-tickets-1388368279899,USD 100.00
1425019083439,SUMMER VIBES,ROCKBOTTOMTM,2025-07-12 20:00,"2000 w main street, Alhambra, CA, 91801, US","Summer Vibes by Rockbottom brought music, talent, food, drinks, vendors & good energy all on one stage. Thank you for the vibe!",https://www.eventbrite.com/e/summer-vibes-tickets-1425019083439,USD 15.00
1420083721639,"Singles Ages, 40s & 50s - Speed Dating  - Beverly Hills",LAFirstDates.com / Los Angeles Singles,2025-07-12 20:00,"125 South Spalding Drive, Beverly Hills, CA, 90212, US",Meet like-minded singles in their 40s & 50s just like you at this event!,https://www.eventbrite.com/e/singles-ages-40s-50s-speed-dating-beverly-hills-tickets-1420083721639,USD 35.00
1407722288259,Lawn Legends Cornhole Tournament,SDHosted,2025-07-12 20:00,"809 Thomas Avenue, San Diego, CA, 92109, US","Toss like a boss at the Pacific Beach Cornhole Tournament! Prizes for top 2 teams, a free drink & happy hour deals all tourney long!",https://www.eventbrite.com/e/lawn-legends-cornhole-tournament-tickets-1407722288259,free
1400460839069,Pain is Man (Penis Man),Electric Lodge,2025-07-12 20:30,"1416 Electric Avenue, Los Angeles, CA, 90291, US","A one clown show, exploring culture's obsession and shame and lizard brain need to breed.",https://www.eventbrite.com/e/pain-is-man-penis-man-tickets-1400460839069,USD 15.00
1459016049279,My Lucky Stars Charity Open Mic and Karaoke Band Jam,My Lucky Stars Charity,2025-07-12 20:30,"22959 La Cadena Drive, Laguna Hills, CA, 92653, US",A community talent show for charity where expression becomes a powerful tool for self care and humanitarianism!,https://www.eventbrite.com/e/my-lucky-stars-charity-open-mic-and-karaoke-band-jam-tickets-1459016049279,USD 33.00
1448066829869,Reggaeton Fest in the AV,4 THE PEOPLE ENT.,2025-07-12 21:00,"44430 20th Street West, Lancaster, CA, 93534, US","Erre Baby performing live Reggaeton Fest at Medranos in Lancaster (Ave J & 20th st W). Ladies in Free, GA $10. Girls dress sexy, $200 price.",https://www.eventbrite.com/e/reggaeton-fest-in-the-av-tickets-1448066829869,USD 10.00
1474924311319,Guestlist for Nova: Secret House Music Lineup,Levinson Group,2025-07-12 21:30,"454 Sixth Avenue, San Diego, CA, 92101, US",Hey there! Get ready for an epic night on Secret FREE Guestlist for Nova - an unforgettable event,https://www.eventbrite.com/e/guestlist-for-nova-secret-house-music-lineup-tickets-1474924311319,free
1381083430719,Proposal,Electric Lodge,2025-07-12 22:00,"1416 Electric Avenue, Los Angeles, CA, 90291, US","An evolving, interdisciplinary experiment that showcases the vibrant Los Angeles performance art community.",https://www.eventbrite.com/e/proposal-tickets-1381083430719,USD 15.00
1424902625109,a Loft Party Called RSVP - in Long Beach 7/12/25,R+D,2025-07-12 22:00,"105 West Broadway, Long Beach, CA, 90802, US","Curated Neighborhood Hip Hop, Dance RnB Party by R+D",https://www.eventbrite.com/e/a-loft-party-called-rsvp-in-long-beach-71225-tickets-1424902625109,free
1447027310639,Room Key LA,Level 10 Entertainment,2025-07-12 22:00,"6510 Santa Monica Boulevard, Los Angeles, CA, 90038, US","Saturday, July 12th @ Dragonfly Hollywood! Free w/ RSVP before 10:30pm!",https://www.eventbrite.com/e/room-key-la-tickets-1447027310639,free
1419512773919,Global Muslim Matchmaking Event,Muslim Matrimonial Coach,2025-07-13 03:00,Online,"Join us and find your life partner at our exclusive online matchmaking event for single, divorced & widowed Muslims. Serious Connections",https://www.eventbrite.co.uk/e/global-muslim-matchmaking-event-tickets-1419512773919,GBP 5.50
1364890106049,"Rose Bowl Flea Market Sunday, July 13th, 2025",R.G. Canning Enterprises,2025-07-13 05:00,"1001 Rose Bowl Drive, Pasadena, CA, 91103, US","The world famous Rose Bowl Flea Market takes place the second Sunday of every month! Come shop from over 2,500 vendors.",https://www.eventbrite.com/e/rose-bowl-flea-market-sunday-july-13th-2025-tickets-1364890106049,USD 20.00
1335377513089,Hair Extension 7 Techniques Class,Weave Genius Academy,2025-07-13 06:00,"988 Bella Verde Drive, Montebello, CA, 90640, US",Come join us for a hands-on class where you'll learn 7 different techniques for hair extensions!,https://www.eventbrite.com/e/hair-extension-7-techniques-class-tickets-1335377513089,USD 500.00
1439439595579,Her So Walking Club,Cindy Camargo,2025-07-13 08:00,"9741 Flower Street, Bellflower, CA, 90706, US","Join Hersocietyla for a morning of fresh air, good vibes, and cute convos. Ft. a yummy coffee cart & sound bath ($5)!",https://www.eventbrite.com/e/her-so-walking-club-tickets-1439439595579,free
1475067720259,Rebuild Roadshow - BZ Construction Shuttle Tour,Unknown organizer,2025-07-13 08:30,"4123 West Olive Avenue, Burbank, CA, 91505, US",Join us on the BZ Construction Shuttle Tour as we travel to our latest builds and discuss how we can help you rebuild!,https://www.eventbrite.com/e/rebuild-roadshow-bz-construction-shuttle-tour-tickets-1475067720259,free
1432391384189,Community HIIT Workout with ON & MOTION at Fashion Island,ON Fashion Island,2025-07-13 09:00,"401 Newport Center Drive, Newport Beach, CA, 92660, US",Join ON and MOTION for a fun and energizing community workout on the turf in front of Macy’s at Newport Beach Fashion Island!,https://www.eventbrite.com/e/community-hiit-workout-with-on-motion-at-fashion-island-tickets-1432391384189,free
1467813753449,Mastering the Job Search: Get More Interviews with Less Stress,Dimetrieze Walker,2025-07-13 09:00,Online,"Join us for tips, tricks, and strategies to help you land your next role.",https://www.eventbrite.com/e/mastering-the-job-search-get-more-interviews-with-less-stress-tickets-1467813753449,free
1468048806499,Government Grant Writing,Michele Clarke,2025-07-13 09:00,"6329 Cahuenga Boulevard, Los Angeles, CA, 91606, US",Learn how to navigate the world of government grants and secure funding for your projects in this interactive workshop!,https://www.eventbrite.com/e/government-grant-writing-tickets-1468048806499,USD 249.99
1299892035069,"Los Angeles CA | Hair Extension Class |Micro-link, K-Tips & Tape-in Class",Weave Genius Academy,2025-07-13 09:00,"6151 West Century Boulevard, Los Angeles, CA, 90045, US","Los Angeles CA | Hair Extension Class |Micro-link, K-Tips & Tape-in Class",https://www.eventbrite.com/e/los-angeles-ca-hair-extension-class-micro-link-k-tips-tape-in-class-tickets-1299892035069,USD 500.00
1395196463179,Breath + Sound with Meghan McCabe,Compound,2025-07-13 09:00,"1395 Coronado Avenue, Long Beach, CA, 90804, US",Join Meghan for a transformative breathwork journey designed to tap into the healing wisdom of your own body.,https://www.eventbrite.com/e/breath-sound-with-meghan-mccabe-tickets-1395196463179,USD 15.00
1444639689199,Waves of Grief Sunday Circle,Jasmine Montoya,2025-07-13 09:30,"111 South Sierra Avenue, Solana Beach, CA, 92075, US","This is an opportunity to gather in community to honor, share and witness personal and collective grief.",https://www.eventbrite.com/e/waves-of-grief-sunday-circle-tickets-1444639689199,Unknown
1415907620809,Mindful Miles LA July Walk,Mindful Miles LA,2025-07-13 10:00,"7600 Beverly Boulevard, Los Angeles, CA, 90036, US","Join us for a morning of walking, talking, and connecting!",https://www.eventbrite.com/e/mindful-miles-la-july-walk-tickets-1415907620809,free
1411423689249,"""Bodhisattva Loves Me"": The Celebration of Guanyin's Enlightenment",Bodhi Meditation Los Angeles by AIPDS,2025-07-13 10:00,"583 Monterey Pass Road, Monterey Park, CA, 91754, US",“菩薩愛我”歡慶會：紀念觀世音菩薩成道日。Chanting for Blessing! Light Offering! Energy Blessing! Fun Games! Gourmet Food! Festive Market! Raffles!,https://www.eventbrite.com/e/bodhisattva-loves-me-the-celebration-of-guanyins-enlightenment-tickets-1411423689249,free
1414983205859,Awakening Through Trauma - The Workshop - Bakersfield,TOSA - Therapy for the Soul,2025-07-13 10:00,"Virtual via Zoom, Bakersfield, CA, 93309, US",Spiritual awakening. Somatic healing. Emotional integration. Break free from past pain & start living the life you're called to.,https://www.eventbrite.com/e/awakening-through-trauma-the-workshop-bakersfield-tickets-1414983205859,free
1363668953549,The Sunday Toast: A Brunch Lover’s Market,uptown village market,2025-07-13 10:00,"4600 Virginia Road, Long Beach, CA, 90807, US","The Sunday Toast is a lively brunch market experience featuring delicious bites, mimosas, live music, and more!!",https://www.eventbrite.com/e/the-sunday-toast-a-brunch-lovers-market-tickets-1363668953549,free
1366477453849,Intro to Energy Medicine,One Life Yoga,2025-07-13 10:00,"553 South Lake Avenue, Pasadena, CA, 91101, US","Learn how to use energy work for self-healing, clearing negative energies, subconscious reprogramming, and intuitive awareness.",https://www.eventbrite.com/e/intro-to-energy-medicine-tickets-1366477453849,USD 65.00
1427552069669,Awakening Through Trauma - The Workshop - Victorville,TOSA - Therapy for the Soul,2025-07-13 10:00,"Virtual via Zoom, Victorville, CA, 92394, US",Spiritual awakening. Somatic healing. Emotional integration. Break free from past pain & start living the life you're called to.,https://www.eventbrite.com/e/awakening-through-trauma-the-workshop-victorville-tickets-1427552069669,free
1392229669419,ONTON Meetup,Unknown organizer,2025-07-13 10:00,Online,"Get ready to connect with other Onton users, share tips, and learn new tricks at our virtual ONTON Meetup!",https://www.eventbrite.com/e/onton-meetup-tickets-1392229669419,USD 1.00
1404026443889,Craftband weaving purse workshop (Basket weaving level 2),CoLabCrafts,2025-07-13 10:00,"143 West Grand Avenue, Escondido, CA, 92025, US","Weave your style, create your own purse!",https://www.eventbrite.com/e/craftband-weaving-purse-workshop-basket-weaving-level-2-tickets-1404026443889,USD 45.00
1121908802429,The D.F.S Formula Tour `Los Angeles,Barber.josh.o.p,2025-07-13 10:00,"1172 Via Verde, San Dimas, CA, 91773, US",5 Day Hands On Course,https://www.eventbrite.co.uk/e/the-dfs-formula-tour-los-angeles-tickets-1121908802429,USD 900.00
1478875720089,LA LGBT Center Senior Pantry,Angel City FC,2025-07-13 10:00,"1111 North Las Palmas Avenue, Los Angeles, CA, 90038, US",Get ready for a fun and supportive gathering at the LA LGBT Center to assemble essential items for their Senior Pantry!,https://www.eventbrite.com/e/la-lgbt-center-senior-pantry-tickets-1478875720089,free
1427329223129,Awakening Through Trauma - The Workshop - Santa Barbara,TOSA - Therapy for the Soul,2025-07-13 10:00,"Virtual via Zoom, Santa Barbara, CA, 93101, US",Spiritual awakening. Somatic healing. Emotional integration. Break free from past pain & start living the life you're called to.,https://www.eventbrite.com/e/awakening-through-trauma-the-workshop-santa-barbara-tickets-1427329223129,free
1461670238029,Gentle Tai Chi & Stretch - Ritual & Remedy Series,Urban Healers of LA,2025-07-13 10:00,"Glenoaks Blvd and Highland Ave, Glendale, CA, 91202, US",Develop a restorative and energizing self-care practice with the ancient science of Kundalini yoga and Shadow Form Tai Chi,https://www.eventbrite.com/e/gentle-tai-chi-stretch-ritual-remedy-series-tickets-1461670238029,USD 20.00
1395098339689,gastro semana,Unknown organizer,2025-07-13 10:00,"rio coatzacolcos Valle dorado #1860, Ensenada, BCN, 21399, MX",¡Ven a disfrutar de una semana llena de deliciosos platillos y bebidas en Gastro Semana!,https://www.eventbrite.com/e/gastro-semana-tickets-1395098339689,free
1409253468059,"Booked Busy & Paid ( build your makeup business, this isn’t a hobby )",Shannon Renee,2025-07-13 10:00,Online,"Learn how to turn your passion for makeup into a profitable business at Booked Busy & Paid - because this isn't just a hobby, it's a career!",https://www.eventbrite.com/e/booked-busy-paid-build-your-makeup-business-this-isnt-a-hobby-tickets-1409253468059,USD 75.00
1406338308739,Sip and Flow – Yoga and Wine at The Original Farmers Market Los Angeles,Sipasana,2025-07-13 10:00,"6333 W 3rd St, Stall 120, Los Angeles, CA, 90036, US",Yoga & Wine at Ettore! Join us on July 13 at Ettore Vino e Cucina for yoga led by Sipasana and complimentary organic wine. Sign up now!,https://www.eventbrite.com/e/sip-and-flow-yoga-and-wine-at-the-original-farmers-market-los-angeles-tickets-1406338308739,USD 35.00
1388591487519,"Got Asthma or COPD? Orange County, CA  Mobile Clinic PopUp Event",Christ Our Redeemer AME  Health&Wellness Ministry,2025-07-13 10:00,"45 Tesla, Irvine, CA, 92618, US",Check out COR Health & Wellness Ministry's popup event for those dealing with asthma or COPD. Get a screening and education on treatment.,https://www.eventbrite.com/e/got-asthma-or-copd-orange-county-ca-mobile-clinic-popup-event-tickets-1388591487519,free
1374949062659,PIVOT COLLAB Event at The Swanner House,"Shantel Jackson + Charmaine Shetler, Pivot Collab",2025-07-13 10:00,"29943 Camino Capistrano, San Juan Capistrano, CA, 92675, US","Mark your calendars for Sunday, July 13th, and join us for a morning of wellness, fitness, and community!",https://www.eventbrite.com/e/pivot-collab-event-at-the-swanner-house-tickets-1374949062659,USD 45.00
1418006899809,Awakening Through Trauma - The Workshop - Los Angeles,TOSA - Therapy for the Soul,2025-07-13 10:00,"Virtual via Zoom, Los Angeles, CA, 90001, US",Spiritual awakening. Somatic healing. Emotional integration. Break free from past pain & start living the life you're called to.,https://www.eventbrite.com/e/awakening-through-trauma-the-workshop-los-angeles-tickets-1418006899809,free
1426607594719,Awakening Through Trauma - The Workshop - San Diego,TOSA - Therapy for the Soul,2025-07-13 10:00,"Virtual via Zoom, San Diego, CA, 91942, US",Spiritual awakening. Somatic healing. Emotional integration. Break free from past pain & start living the life you're called to.,https://www.eventbrite.com/e/awakening-through-trauma-the-workshop-san-diego-tickets-1426607594719,free
1405385157839,Usui Reiki Level II Training + Certification,Nativ Healing,2025-07-13 10:00,"Laguna Beach, Laguna Beach, CA, 92651, US","A special day of exploration, self-love, knowledge, and personal transformation to open your channels to share Reiki with others.",https://www.eventbrite.com/e/usui-reiki-level-ii-training-certification-tickets-1405385157839,USD 575.00
1412765984089,Smurf Summertime Market,Erika’s Pop Up Shops,2025-07-13 11:00,"1640 Camino Del Rio North, San Diego, CA, 92108, US","Get ready for a Smurf-tastic summer market filled with blue-tiful goodies, fun activities, and a whole lot of Smurfy vibes!",https://www.eventbrite.com/e/smurf-summertime-market-tickets-1412765984089,free
1438183468469,SATSANG FELLOWSHIP,JewelTree Center for Spiritual Growth & Guidance,2025-07-13 11:00,"1518 South Gramercy Place, Los Angeles, CA, 90019, US","Let's come together for SATSANG FELLOWSHIP, a gathering for spiritual connection, clarity, and to experience what lies ‘beyond the self'.",https://www.eventbrite.com/e/satsang-fellowship-tickets-1438183468469,free
1405188660109,AIA BKEP ARE Study Group & Professional Development,AIA BK EP,2025-07-13 11:00,Online,"Studying for the Architectural Registration Exams (ARE) or looking to refresh your competency on the key topics of the practice, join us!",https://www.eventbrite.com/e/aia-bkep-are-study-group-professional-development-tickets-1405188660109,free
1417019065169,WAVES - Writing our Grief - Memory Writing Session,The Loveland Group LLC,2025-07-13 11:00,Online,"Writing our memories with care and in community. A silent, guided writing journey, facilitated by Rachel Cargle .",https://www.eventbrite.com/e/waves-writing-our-grief-memory-writing-session-tickets-1417019065169,USD 10.00
1363435394969,Santa Barbara Dad Meet Up,Santa Barbara Dads Group,2025-07-13 11:00,"3302 McCaw Avenue, Santa Barbara, CA, 93105, US","Join us for a casual gathering of Santa Barbara dads to connect, share stories, and build a supportive community!",https://www.eventbrite.com/e/santa-barbara-dad-meet-up-tickets-1363435394969,free
1369117430089,Design Exhibition and Workshop: SPEEDBOAT Kit Homes,SPEEDBOAT,2025-07-13 11:00,"715 North Cherokee Avenue, Los Angeles, CA, 90038, US",Explore SPEEDBOAT's kit home design concept with this workshop and Q&A - presented alongside Kalesnikoff Mass Timber.,https://www.eventbrite.com/e/design-exhibition-and-workshop-speedboat-kit-homes-tickets-1369117430089,free
1445099725179,"Planning Club (Sun 13 July, 7pm UK-time)",Planning Club,2025-07-13 11:00,Online,"When life feels overwhelming, planning can help - Planning Club is a supportive space that gives time to focus on your plans (big and small)",https://www.eventbrite.co.uk/e/planning-club-sun-13-july-7pm-uk-time-tickets-1445099725179,GBP 15.00
1376935373769,SAN DIEGO - Psychic & Wellness Healing Art Festival!  Sunday July 13,LITTLE SEDONA,2025-07-13 11:00,"1936 Quivira Way, San Diego, CA, 92109, US",Join us at the SAN DIEGO Psychic & Wellness Healing Art Expo for a day of spiritual enlightenment and holistic healing!,https://www.eventbrite.com/e/san-diego-psychic-wellness-healing-art-festival-sunday-july-13-tickets-1376935373769,free
1411218395209,Reiki 1 Certification & Attunement,Charlotte,2025-07-13 11:00,"1104 17th Street, ## E, Santa Ana, CA, 92701, US",Start your healing journey and become a Certified Reiki 1 Practitioner,https://www.eventbrite.com/e/reiki-1-certification-attunement-tickets-1411218395209,USD 319.00
1450504541129,Aphrodisia: Return to Wild Desire,Oceana Yoga,2025-07-13 11:00,"6430 Squire Court, San Luis Obispo, CA, 93401, US",A Day Retreat at Crow's End Center,https://www.eventbrite.com/e/aphrodisia-return-to-wild-desire-tickets-1450504541129,USD 133.00
1315296630629,Family Paint Party,Paintnite.com,2025-07-13 11:30,"15941 Pomona Rincon Rd, Chino Hills, CA, 91709, US",Paint Nite -- Families and All Ages (10351344),https://www.eventbrite.com/e/family-paint-party-tickets-1315296630629,USD 40.00
1475422501419,Institute Class: Teachings of the Living Prophets,Unknown organizer,2025-07-13 11:30,"9527 La Jolla Farms Rd, La Jolla, CA, 92037, US",No description provided,https://www.eventbrite.com/e/institute-class-teachings-of-the-living-prophets-tickets-1475422501419,free
1392301113109,Virtual Speed Dating (All Ages),DateinaDash: Speed Dating London & Singles Parties,2025-07-13 11:30,Online,Go on 15 dates from the comfort of your own home with our Virtual Speed Dating event on Sunday nights. All Ages. Tickets only £10.,https://www.eventbrite.co.uk/e/virtual-speed-dating-all-ages-tickets-1392301113109,GBP 5.00
1475514857659,LABUBU SUMMER FEST - ENCLAVE,PRIMROSE MARKET,2025-07-13 12:00,"980 West 190th Street, Torrance, CA, 90502, US",Get ready to soak up the sun and enjoy the ultimate summer vibes at LABUBU SUMMER FEST - ENCLAVE!,https://www.eventbrite.com/e/labubu-summer-fest-enclave-tickets-1475514857659,free
1406567143189,Skate into Summer event - BZP Bakersfield,Blue Zones Project - Bakersfield,2025-07-13 12:00,"1325 Q Street, #100, Bakersfield, CA, 93301, US","Join BZP Bakersfield for a FREE community ice skate day at Valley Children Ice Center, where fun will meet healthy living!",https://www.eventbrite.com/e/skate-into-summer-event-bzp-bakersfield-tickets-1406567143189,free
1446987682109,7.13 Hotter Than July with KENYATTA ALI,Portrait Model ZOOM,2025-07-13 12:00,Online,"LIVESTREAM: Three-Hour, Three Pose Extravaganza, with multiple camera views, 3-6 PM EDT",https://www.eventbrite.com/e/713-hotter-than-july-with-kenyatta-ali-tickets-1446987682109,Unknown
1405191699199,Health and Wellness Expo,Plaza Paseo Real,2025-07-13 12:00,"6941- 6985 El Camino Real, Carlsbad, CA, 92009, US","Join us at Plaza Paseo Real for our first-EVER Health and Wellness Expo! On July 13 from 12pm-2 pm, in the upper courtyard!",https://www.eventbrite.com/e/health-and-wellness-expo-tickets-1405191699199,free
1205634879379,Sazon Latin Food Market in Los Angeles - *Family Friendly*,Latin City,2025-07-13 12:00,"3411 West El Segundo Boulevard, Hawthorne, CA, 90250, US","Family Friendly, Free Admission, Outdoor, Plenty of Curated Food Options From All over Latin America!",https://www.eventbrite.com/e/sazon-latin-food-market-in-los-angeles-family-friendly-tickets-1205634879379,free
1432380802539,Small Dog Breed Meet-Up,Pure Pawsh,2025-07-13 12:00,"4045 30th Street, San Diego, CA, 92104, US","Do you have a small dog breed? Bring them together to play, socialize, and hang out with other dog parents!",https://www.eventbrite.com/e/small-dog-breed-meet-up-tickets-1432380802539,free
1287610480609,Lotus Festival Kirtan and Meditation Classes,US School of Meditation & Yoga - Los Angeles,2025-07-13 12:00,"Echo Park Lake, Los Angeles, CA, 90026, US",Join us at the Lotus Festival for uplifting kirtan music and peaceful meditation classes!,https://www.eventbrite.com/e/lotus-festival-kirtan-and-meditation-classes-tickets-1287610480609,free
1414204787589,Herbal Preparations with Lauren Kirkpatrick,Ema's Herbs,2025-07-13 12:00,"695 East Main Street, Ventura, CA, 93001, US",This class is part of our 6-month Ema's Herbalism Course.,https://www.eventbrite.com/e/herbal-preparations-with-lauren-kirkpatrick-tickets-1414204787589,USD 25.00
1363855812449,Quinceañera Planning Summit 2025,SkyWhite Films,2025-07-13 12:00,"201 East Macarthur Boulevard, Santa Ana, CA, 92707, US",Planning your daughter’s quinceañera and don’t know where to start? This workshop is designed for the parents!,https://www.eventbrite.com/e/quinceanera-planning-summit-2025-tickets-1363855812449,USD 50.00
1414307153769,Italian Desserts: Fruit Tart using Seasonal Fruits,Eataly Los Angeles,2025-07-13 12:00,"10250 Santa Monica Boulevard, Los Angeles, CA, 90067, US","A year-round celebration cake. An Italian bakery staple. Fruit tarts, with their vibrant colors, are always a showstopper & so refreshing.",https://www.eventbrite.com/e/italian-desserts-fruit-tart-using-seasonal-fruits-tickets-1414307153769,USD 65.00
1415909175459,FLAME! - Online Dating Event - Singles 40+,Love Story Dating,2025-07-13 12:00,Online,Love Story Dating is having an online dating event for singles over 40.,https://www.eventbrite.com/e/flame-online-dating-event-singles-40-tickets-1415909175459,USD 5.00
1435149614129,LA: Private Guided tour of Jeffrey Gibson at the Broad,WOMEN OF CULTURE,2025-07-13 12:15,"221 South Grand Avenue, Los Angeles, CA, 90012, US","Join us on Sunday, July 13th, as we explore one of the most ground-breaking exhibitions of the year: Jeffrey Gibson",https://www.eventbrite.com/e/la-private-guided-tour-of-jeffrey-gibson-at-the-broad-tickets-1435149614129,USD 45.00
1299902807289,Los Angeles CA | Lace Front Wig Making Class,Weave Genius Academy,2025-07-13 12:30,"6151 West Century Boulevard, Los Angeles, CA, 90045, US",Get a new money making hobby. No license needed. Learn everything you need to know in how to make a lace front wig on a sewing machine.,https://www.eventbrite.com/e/los-angeles-ca-lace-front-wig-making-class-tickets-1299902807289,USD 500.00
1405261287339,Welcome  Aychi and Family,Rick and Katie Moore Foundation,2025-07-13 12:30,"757 Alameda Boulevard, Coronado, CA, 92118, US",You are invited to an afternoon BBQ - meet and greet. Come and see why Aychi is one of our Missions Committee favorites.,https://www.eventbrite.com/e/welcome-aychi-and-family-tickets-1405261287339,free
1420296297459,Lighting For Dance and Burlesque,Vixen DeVille/Cat LaCohie,2025-07-13 12:30,"1418 4th Street, Santa Monica, CA, 90401, US","Dancers & burlesque stars—make your act shine! In 90 mins, Max Moxie shows how lighting makes your costume pop & every move sizzle!",https://www.eventbrite.com/e/lighting-for-dance-and-burlesque-tickets-1420296297459,USD 35.00
1335434513579,Los Angeles CA | Lace Front Wig Making Class with Sewing Machine,Weave Genius Academy,2025-07-13 12:30,"988 Bella Verde Drive, Montebello, CA, 90640, US","LOS ANGELES, CA | WEAVE GENIUS ACADEMY LACE FRONT WIG MAKING CLASS — USING A SEWING MACHINE Create Custom Units.",https://www.eventbrite.com/e/los-angeles-ca-lace-front-wig-making-class-with-sewing-machine-tickets-1335434513579,USD 500.00
1425005883959,SOL Healing Yoga,@Moonilove711 instagram @lahealinginthepark,2025-07-13 12:30,"1900 North San Fernando Road, Los Angeles, CA, 90065, US","Come join us for some rejuvenating yoga sessions under the sun, connecting mind, body, and soul for ultimate healing and relaxation!",https://www.eventbrite.com/e/sol-healing-yoga-tickets-1425005883959,free
1299907029919,Los Angeles CA | Hairpiece Wig Making Class Using a Sewing Machine,Weave Genius,2025-07-13 12:30,"6151 West Century Boulevard, Los Angeles, CA, 90045, US",Los Angeles CA | Hairpiece Wig Making Class Using a Sewing Machine | Make 4 Wig Hairpieces,https://www.eventbrite.com/e/los-angeles-ca-hairpiece-wig-making-class-using-a-sewing-machine-tickets-1299907029919,USD 500.00
